user_id,recency,frequency,monetary,r_score,f_score,m_score,segment
23646,310.801109328866,1,103.27,1,1,1,At Risk
21379,310.801109328866,1,238.65,1,1,1,At Risk
9201,309.801109328866,2,1588.64,1,1,1,At Risk
28418,308.801109328866,1,1887.49,1,1,1,At Risk
42614,307.801109328866,1,1123.23,1,1,1,At Risk
10006,306.801109328866,1,475.35,1,1,1,At Risk
22768,306.801109328866,1,995.96,1,1,1,At Risk
6334,305.801109328866,1,959.26,1,1,1,At Risk
4371,305.801109328866,2,2299.23,1,1,1,At Risk
41967,305.801109328866,3,2337.82,1,1,1,At Risk
44219,304.801109328866,1,449.07,1,1,1,At Risk
2577,304.801109328866,1,853.87,1,1,1,At Risk
22444,304.801109328866,1,1092.87,1,1,1,At Risk
32503,304.801109328866,1,1212.06,1,1,1,At Risk
39088,303.801109328866,1,445.84,1,1,1,At Risk
5008,301.801109328866,1,779.74,1,1,1,At Risk
46704,301.801109328866,1,823.59,1,1,1,At Risk
36752,301.801109328866,2,1901.66,1,1,1,At Risk
5144,300.801109328866,1,270.53,1,1,1,At Risk
44148,300.801109328866,1,625.96,1,1,1,At Risk
31797,300.801109328866,1,1174.12,1,1,1,At Risk
7456,300.801109328866,1,1292.8,1,1,1,At Risk
41687,299.801109328866,1,239.35,1,1,1,At Risk
48256,299.801109328866,1,314.23,1,1,1,At Risk
26660,299.801109328866,1,1009.73,1,1,1,At Risk
46453,299.801109328866,2,2208.69,1,1,1,At Risk
30781,299.801109328866,2,2609.89,1,1,1,At Risk
39954,298.801109328866,1,1047.01,1,1,1,At Risk
37847,298.801109328866,1,1333.01,1,1,1,At Risk
206,298.801109328866,1,1550.66,1,1,1,At Risk
48683,298.801109328866,1,1743.31,1,1,1,At Risk
2762,296.801109328866,1,898.78,1,1,1,At Risk
23305,296.801109328866,1,1784.26,1,1,1,At Risk
9258,295.801109328866,1,669.76,1,1,1,At Risk
11268,295.801109328866,1,1060.32,1,1,1,At Risk
18295,295.801109328866,1,1362.22,1,1,1,At Risk
15808,295.801109328866,1,1512.34,1,1,1,At Risk
45567,295.801109328866,2,2712.53,1,1,1,At Risk
49112,294.801109328866,1,557.26,1,1,1,At Risk
10905,294.801109328866,1,871.06,1,1,1,At Risk
21636,294.801109328866,1,1125.81,1,1,1,At Risk
47064,293.801109328866,2,1775.2,1,1,1,At Risk
31686,292.801109328866,1,1780.55,1,1,1,At Risk
48780,292.801109328866,1,1812.73,1,1,1,At Risk
29913,291.801109328866,1,1365.0,1,1,1,At Risk
2848,291.801109328866,1,1515.6,1,1,1,At Risk
31100,291.801109328866,2,2237.65,1,1,1,At Risk
1427,291.801109328866,2,3078.03,1,1,1,At Risk
18083,290.801109328866,1,1192.35,1,1,1,At Risk
9710,290.801109328866,1,1593.59,1,1,1,At Risk
11963,290.801109328866,1,1950.17,1,1,1,At Risk
46178,289.801109328866,1,296.32,1,1,1,At Risk
11107,289.801109328866,1,476.12,1,1,1,At Risk
38740,289.801109328866,2,1102.6,1,1,1,At Risk
34064,289.801109328866,2,1513.34,1,1,1,At Risk
5526,289.801109328866,2,1859.33,1,1,1,At Risk
4276,288.801109328866,1,282.88,1,1,1,At Risk
25409,288.801109328866,1,993.06,1,1,1,At Risk
25075,288.801109328866,1,1296.34,1,1,1,At Risk
36193,287.801109328866,1,234.44,1,1,1,At Risk
9116,287.801109328866,1,487.77,1,1,1,At Risk
15740,286.801109328866,1,256.63,1,1,1,At Risk
26001,286.801109328866,1,561.4,1,1,1,At Risk
20590,285.801109328866,1,436.87,1,1,1,At Risk
38573,285.801109328866,1,1805.71,1,1,1,At Risk
11247,285.801109328866,3,3089.6,1,1,1,At Risk
34583,285.801109328866,3,3500.49,1,1,1,At Risk
26375,284.801109328866,1,60.63,1,1,1,At Risk
48888,284.801109328866,1,731.89,1,1,1,At Risk
13280,284.801109328866,1,1562.99,1,1,1,At Risk
45770,283.801109328866,1,980.93,1,1,1,At Risk
31196,283.801109328866,1,1150.85,1,1,1,At Risk
19498,283.801109328866,1,1807.49,1,1,1,At Risk
26184,283.801109328866,2,1063.01,1,1,1,At Risk
22580,283.801109328866,2,2275.78,1,1,1,At Risk
42806,282.801109328866,1,1052.76,1,1,1,At Risk
43283,282.801109328866,1,1431.67,1,1,1,At Risk
37237,281.801109328866,1,1633.05,1,1,1,At Risk
48166,281.801109328866,3,3142.75,1,1,1,At Risk
35575,280.801109328866,2,1354.18,1,1,1,At Risk
44251,279.801109328866,1,1298.56,1,1,1,At Risk
30704,279.801109328866,1,1358.52,1,1,1,At Risk
26209,279.801109328866,1,1979.71,1,1,1,At Risk
17543,279.801109328866,2,2819.9,1,1,1,At Risk
8577,278.801109328866,1,682.99,1,1,1,At Risk
20247,278.801109328866,1,1150.44,1,1,1,At Risk
329,278.801109328866,3,2731.12,1,1,1,At Risk
28058,277.801109328866,1,209.84,1,1,1,At Risk
6897,277.801109328866,1,612.05,1,1,1,At Risk
34015,277.801109328866,1,684.2,1,1,1,At Risk
21510,277.801109328866,1,801.15,1,1,1,At Risk
9857,277.801109328866,1,1504.41,1,1,1,At Risk
41741,277.801109328866,1,1902.05,1,1,1,At Risk
37129,277.801109328866,2,1099.52,1,1,1,At Risk
17240,276.801109328866,1,366.19,1,1,1,At Risk
12205,276.801109328866,1,461.17,1,1,1,At Risk
11616,275.801109328866,1,1133.12,1,1,1,At Risk
47799,275.801109328866,1,1303.13,1,1,1,At Risk
2397,274.801109328866,1,67.34,1,1,1,At Risk
1327,274.801109328866,1,1181.16,1,1,1,At Risk
34978,274.801109328866,1,1196.51,1,1,1,At Risk
10304,274.801109328866,1,1663.93,1,1,1,At Risk
22693,274.801109328866,1,1881.49,1,1,1,At Risk
36209,274.801109328866,1,1945.36,1,1,1,At Risk
18925,274.801109328866,2,2336.16,1,1,1,At Risk
33841,274.801109328866,2,3300.13,1,1,1,At Risk
26350,274.801109328866,3,3465.64,1,1,1,At Risk
43124,273.801109328866,1,718.11,1,1,1,At Risk
30872,272.801109328866,1,1720.71,1,1,1,At Risk
9104,272.801109328866,2,2185.49,1,1,1,At Risk
9536,271.801109328866,1,253.23,1,1,1,At Risk
18580,271.801109328866,1,1428.13,1,1,1,At Risk
4787,271.801109328866,4,3068.23,1,1,1,At Risk
28359,270.801109328866,1,1609.96,1,1,1,At Risk
7903,270.801109328866,1,1987.13,1,1,1,At Risk
17988,268.801109328866,2,2190.66,1,1,1,At Risk
14967,268.801109328866,4,3823.49,1,2,2,At Risk
7818,267.801109328866,1,338.05,1,1,1,At Risk
18659,267.801109328866,1,1527.69,1,1,1,At Risk
13376,267.801109328866,2,1838.49,1,1,1,At Risk
9469,266.801109328866,1,575.59,1,1,1,At Risk
34375,266.801109328866,1,1105.71,1,1,1,At Risk
32237,266.801109328866,1,1175.9,1,1,1,At Risk
24845,266.801109328866,1,1292.63,1,1,1,At Risk
5131,266.801109328866,1,1934.82,1,1,1,At Risk
2742,265.801109328866,1,306.81,1,1,1,At Risk
47294,265.801109328866,1,874.44,1,1,1,At Risk
21364,265.801109328866,1,1154.27,1,1,1,At Risk
18558,265.801109328866,2,1563.75,1,1,1,At Risk
16448,264.801109328866,2,1821.73,1,1,1,At Risk
46424,263.801109328866,1,89.44,1,1,1,At Risk
4346,263.801109328866,1,844.45,1,1,1,At Risk
5985,262.801109328866,1,587.25,1,1,1,At Risk
45830,262.801109328866,2,1611.9,1,1,1,At Risk
5260,262.801109328866,4,3152.52,1,1,1,At Risk
45813,261.801109328866,1,183.15,1,1,1,At Risk
37697,261.801109328866,1,235.05,1,1,1,At Risk
40227,261.801109328866,1,894.51,1,1,1,At Risk
39521,261.801109328866,1,938.25,1,1,1,At Risk
44177,261.801109328866,1,962.71,1,1,1,At Risk
4897,261.801109328866,1,1183.35,1,1,1,At Risk
29204,261.801109328866,2,3324.29,1,1,1,At Risk
3651,260.801109328866,1,121.39,1,1,1,At Risk
3368,260.801109328866,1,1175.69,1,1,1,At Risk
18878,259.801109328866,1,99.42,1,1,1,At Risk
36767,259.801109328866,2,2014.88,1,1,1,At Risk
647,259.801109328866,5,5267.61,1,2,2,At Risk
36041,258.801109328866,1,729.81,1,1,1,At Risk
3184,258.801109328866,1,751.75,1,1,1,At Risk
7827,258.801109328866,1,1160.4,1,1,1,At Risk
8585,258.801109328866,2,1228.54,1,1,1,At Risk
11575,258.801109328866,2,2096.0,1,1,1,At Risk
32268,257.801109328866,1,1201.44,1,1,1,At Risk
38980,257.801109328866,1,1507.19,1,1,1,At Risk
20612,257.801109328866,2,1831.43,1,1,1,At Risk
22158,257.801109328866,2,2966.27,1,1,1,At Risk
6354,257.801109328866,2,3548.18,1,1,1,At Risk
36269,256.801109328866,1,500.29,1,1,1,At Risk
10956,256.801109328866,1,951.56,1,1,1,At Risk
40418,256.801109328866,1,1653.81,1,1,1,At Risk
16119,256.801109328866,2,1947.82,1,1,1,At Risk
33265,256.801109328866,2,1998.26,1,1,1,At Risk
37871,256.801109328866,2,2370.64,1,1,1,At Risk
12785,256.801109328866,3,3388.89,1,1,1,At Risk
35077,256.801109328866,5,2696.68,1,2,1,At Risk
26371,255.801109328866,1,120.23,1,1,1,At Risk
5928,255.801109328866,1,1151.01,1,1,1,At Risk
21819,255.801109328866,1,1741.85,1,1,1,At Risk
29386,254.801109328866,1,1128.09,1,1,1,At Risk
11410,254.801109328866,1,1423.04,1,1,1,At Risk
47752,254.801109328866,1,1756.06,1,1,1,At Risk
8542,254.801109328866,2,3279.84,1,1,1,At Risk
6046,253.801109328866,1,910.43,1,1,1,At Risk
1175,253.801109328866,1,1313.33,1,1,1,At Risk
11697,253.801109328866,2,968.69,1,1,1,At Risk
1801,253.801109328866,2,2763.33,1,1,1,At Risk
23537,252.801109328866,4,6099.48,1,2,2,At Risk
42269,251.801109328866,1,232.37,1,1,1,At Risk
15111,251.801109328866,1,727.57,1,1,1,At Risk
204,251.801109328866,1,982.61,1,1,1,At Risk
2530,251.801109328866,1,1173.9,1,1,1,At Risk
18249,251.801109328866,1,1560.64,1,1,1,At Risk
21135,251.801109328866,2,500.71,1,1,1,At Risk
26930,251.801109328866,2,949.51,1,1,1,At Risk
21432,251.801109328866,2,1168.42,1,1,1,At Risk
26990,251.801109328866,2,2238.54,1,1,1,At Risk
9266,251.801109328866,2,2329.99,1,1,1,At Risk
4281,250.801109328866,1,452.78,1,1,1,At Risk
22889,250.801109328866,1,1383.09,1,1,1,At Risk
16570,250.801109328866,1,1528.26,1,1,1,At Risk
14990,250.801109328866,1,1600.96,1,1,1,At Risk
7264,250.801109328866,2,207.45,1,1,1,At Risk
16276,250.801109328866,2,1111.47,1,1,1,At Risk
10676,250.801109328866,2,1871.25,1,1,1,At Risk
22121,250.801109328866,2,2272.7,1,1,1,At Risk
37727,250.801109328866,3,3739.15,1,1,2,At Risk
25995,250.801109328866,4,5299.26,1,2,2,At Risk
12740,249.801109328866,1,333.89,1,1,1,At Risk
12027,249.801109328866,1,1247.35,1,1,1,At Risk
8593,249.801109328866,1,1452.32,1,1,1,At Risk
2544,249.801109328866,1,1651.82,1,1,1,At Risk
34649,249.801109328866,1,1787.48,1,1,1,At Risk
11165,249.801109328866,1,1965.64,1,1,1,At Risk
29942,249.801109328866,2,3054.62,1,1,1,At Risk
10363,249.801109328866,5,5602.4,1,2,2,At Risk
38411,248.801109328866,1,985.38,1,1,1,At Risk
32011,248.801109328866,3,2031.45,1,1,1,At Risk
2373,248.801109328866,3,3788.92,1,1,2,At Risk
20699,247.801109328866,1,57.75,1,1,1,At Risk
2298,247.801109328866,1,896.03,1,1,1,At Risk
18818,247.801109328866,1,953.95,1,1,1,At Risk
29446,247.801109328866,1,1201.94,1,1,1,At Risk
27010,247.801109328866,1,1344.61,1,1,1,At Risk
7848,247.801109328866,1,1753.62,1,1,1,At Risk
41084,247.801109328866,3,4345.19,1,1,2,At Risk
48019,246.801109328866,1,569.54,1,1,1,At Risk
13629,246.801109328866,1,1149.57,1,1,1,At Risk
18694,246.801109328866,1,1840.43,1,1,1,At Risk
32137,246.801109328866,1,1918.71,1,1,1,At Risk
13055,246.801109328866,3,3336.77,1,1,1,At Risk
49935,245.801109328866,1,326.2,1,1,1,At Risk
17197,245.801109328866,1,523.98,1,1,1,At Risk
45900,245.801109328866,1,556.78,1,1,1,At Risk
8939,245.801109328866,1,889.14,1,1,1,At Risk
28445,245.801109328866,1,921.53,1,1,1,At Risk
37534,245.801109328866,1,1324.96,1,1,1,At Risk
28258,245.801109328866,1,1526.35,1,1,1,At Risk
9535,245.801109328866,1,1601.85,1,1,1,At Risk
31624,245.801109328866,1,1886.09,1,1,1,At Risk
37571,245.801109328866,1,1905.6,1,1,1,At Risk
40196,244.801109328866,1,1681.0,1,1,1,At Risk
46524,244.801109328866,2,2267.84,1,1,1,At Risk
5396,244.801109328866,3,2679.35,1,1,1,At Risk
48909,243.801109328866,1,1295.44,1,1,1,At Risk
48310,243.801109328866,1,1725.26,1,1,1,At Risk
30189,243.801109328866,3,1137.25,1,1,1,At Risk
37741,242.801109328866,1,273.84,1,1,1,At Risk
1959,242.801109328866,1,936.65,1,1,1,At Risk
7898,242.801109328866,1,1147.95,1,1,1,At Risk
48317,242.801109328866,2,2190.39,1,1,1,At Risk
25702,241.801109328866,1,137.45,1,1,1,At Risk
32273,241.801109328866,1,593.19,1,1,1,At Risk
20979,241.801109328866,1,1032.58,1,1,1,At Risk
8332,241.801109328866,1,1189.61,1,1,1,At Risk
13032,241.801109328866,1,1293.18,1,1,1,At Risk
40047,241.801109328866,1,1939.3,1,1,1,At Risk
24214,241.801109328866,2,2194.18,1,1,1,At Risk
26568,241.801109328866,2,2353.62,1,1,1,At Risk
18147,240.801109328866,1,155.82,1,1,1,At Risk
33706,240.801109328866,1,803.52,1,1,1,At Risk
24067,240.801109328866,1,816.67,1,1,1,At Risk
36300,240.801109328866,1,1596.02,1,1,1,At Risk
4801,240.801109328866,1,1776.73,1,1,1,At Risk
19914,240.801109328866,1,1846.21,1,1,1,At Risk
3632,240.801109328866,2,2439.59,1,1,1,At Risk
19845,239.801109328866,1,455.38,1,1,1,At Risk
1127,239.801109328866,1,673.17,1,1,1,At Risk
6746,239.801109328866,1,1123.64,1,1,1,At Risk
6831,239.801109328866,1,1912.64,1,1,1,At Risk
10637,239.801109328866,4,4408.23,1,2,2,At Risk
1367,238.801109328866,1,176.99,1,1,1,At Risk
38627,238.801109328866,1,447.83,1,1,1,At Risk
32940,238.801109328866,1,679.73,1,1,1,At Risk
13257,238.801109328866,1,1315.92,1,1,1,At Risk
47770,238.801109328866,1,1568.49,1,1,1,At Risk
539,237.801109328866,1,243.75,1,1,1,At Risk
34805,237.801109328866,1,294.57,1,1,1,At Risk
24617,237.801109328866,1,485.58,1,1,1,At Risk
29181,237.801109328866,1,586.05,1,1,1,At Risk
3317,237.801109328866,1,742.07,1,1,1,At Risk
10872,237.801109328866,1,832.46,1,1,1,At Risk
25200,237.801109328866,1,1075.05,1,1,1,At Risk
10815,237.801109328866,1,1509.94,1,1,1,At Risk
28628,237.801109328866,2,1507.59,1,1,1,At Risk
650,237.801109328866,2,2394.32,1,1,1,At Risk
43113,237.801109328866,3,1850.93,1,1,1,At Risk
4391,236.801109328866,1,216.94,1,1,1,At Risk
25302,236.801109328866,1,240.03,1,1,1,At Risk
43438,236.801109328866,1,1412.06,1,1,1,At Risk
27679,236.801109328866,1,1490.67,1,1,1,At Risk
21703,236.801109328866,2,1353.89,1,1,1,At Risk
35753,236.801109328866,2,3011.36,1,1,1,At Risk
8782,236.801109328866,3,1829.58,1,1,1,At Risk
6073,236.801109328866,3,2641.23,1,1,1,At Risk
34832,236.801109328866,3,3086.73,1,1,1,At Risk
20055,236.801109328866,3,3288.96,1,1,1,At Risk
33213,235.801109328866,1,383.31,1,1,1,At Risk
45295,235.801109328866,1,1047.15,1,1,1,At Risk
37704,235.801109328866,1,1068.93,1,1,1,At Risk
41766,235.801109328866,1,1342.03,1,1,1,At Risk
37118,235.801109328866,1,1556.82,1,1,1,At Risk
31978,235.801109328866,1,1968.62,1,1,1,At Risk
41620,235.801109328866,3,3247.66,1,1,1,At Risk
43630,234.801109328866,1,495.67,1,1,1,At Risk
22980,234.801109328866,2,2966.8,1,1,1,At Risk
43420,234.801109328866,3,3956.85,1,1,2,At Risk
29710,233.801109328866,1,169.85,1,1,1,At Risk
33612,233.801109328866,1,257.66,1,1,1,At Risk
42104,233.801109328866,1,304.87,1,1,1,At Risk
23764,233.801109328866,2,2976.82,1,1,1,At Risk
39784,233.801109328866,3,1064.83,1,1,1,At Risk
16721,232.801109328866,1,292.52,1,1,1,At Risk
4972,232.801109328866,1,1247.95,1,1,1,At Risk
45763,232.801109328866,1,1398.47,1,1,1,At Risk
21037,232.801109328866,1,1751.68,1,1,1,At Risk
13384,232.801109328866,1,1856.0,1,1,1,At Risk
27990,232.801109328866,1,1881.18,1,1,1,At Risk
8815,232.801109328866,2,867.96,1,1,1,At Risk
29884,232.801109328866,2,1533.03,1,1,1,At Risk
18711,232.801109328866,3,2060.36,1,1,1,At Risk
30527,231.801109328866,1,523.45,1,1,1,At Risk
11257,231.801109328866,1,1076.32,1,1,1,At Risk
251,231.801109328866,1,1774.07,1,1,1,At Risk
1219,231.801109328866,1,1904.53,1,1,1,At Risk
14709,231.801109328866,2,583.91,1,1,1,At Risk
3093,231.801109328866,2,1671.64,1,1,1,At Risk
13329,230.801109328866,1,74.31,1,1,1,At Risk
29969,230.801109328866,1,94.47,1,1,1,At Risk
4268,230.801109328866,1,820.31,1,1,1,At Risk
31671,230.801109328866,1,1418.47,1,1,1,At Risk
2923,230.801109328866,2,1988.44,1,1,1,At Risk
48103,229.801109328866,1,730.77,1,1,1,At Risk
6725,229.801109328866,1,851.93,1,1,1,At Risk
36521,229.801109328866,1,1750.5,1,1,1,At Risk
7953,229.801109328866,2,1895.83,1,1,1,At Risk
7281,229.801109328866,2,2737.38,1,1,1,At Risk
14533,229.801109328866,3,4994.11,1,1,2,At Risk
6442,229.801109328866,4,2421.27,1,1,1,At Risk
30179,229.801109328866,4,5133.3,1,2,2,At Risk
22988,228.801109328866,1,798.08,1,1,1,At Risk
19047,228.801109328866,1,1022.03,1,1,1,At Risk
5436,228.801109328866,1,1102.09,1,1,1,At Risk
15585,228.801109328866,1,1226.75,1,1,1,At Risk
9364,228.801109328866,1,1245.2,1,1,1,At Risk
36326,228.801109328866,1,1682.37,1,1,1,At Risk
31324,227.801109328866,1,257.49,1,1,1,At Risk
31078,227.801109328866,1,352.56,1,1,1,At Risk
8695,227.801109328866,1,403.7,1,1,1,At Risk
2812,227.801109328866,1,415.83,1,1,1,At Risk
13433,227.801109328866,1,923.02,1,1,1,At Risk
34710,227.801109328866,1,1480.06,1,1,1,At Risk
44959,227.801109328866,1,1535.07,1,1,1,At Risk
38851,227.801109328866,2,854.3,1,1,1,At Risk
33048,227.801109328866,2,2259.79,1,1,1,At Risk
39435,227.801109328866,6,7092.37,1,2,2,At Risk
6428,226.801109328866,1,681.11,1,1,1,At Risk
10823,226.801109328866,1,1027.15,1,1,1,At Risk
43187,226.801109328866,1,1032.52,1,1,1,At Risk
17536,226.801109328866,3,2323.27,1,1,1,At Risk
44060,226.801109328866,4,4830.86,1,2,2,At Risk
19197,226.801109328866,4,5363.89,1,2,2,At Risk
9050,225.801109328866,1,319.73,1,1,1,At Risk
42827,225.801109328866,1,1135.06,1,1,1,At Risk
27569,225.801109328866,1,1777.08,1,1,1,At Risk
25672,225.801109328866,1,1840.8,1,1,1,At Risk
11079,225.801109328866,1,1878.48,1,1,1,At Risk
38231,225.801109328866,2,2023.9,1,1,1,At Risk
15150,225.801109328866,2,3076.9,1,1,1,At Risk
21996,225.801109328866,2,3260.08,1,1,1,At Risk
6704,225.801109328866,3,5043.45,1,1,2,At Risk
42428,224.801109328866,1,142.0,1,1,1,At Risk
37385,224.801109328866,1,611.82,1,1,1,At Risk
22985,224.801109328866,1,794.98,1,1,1,At Risk
33917,224.801109328866,1,848.98,1,1,1,At Risk
37752,224.801109328866,1,1940.02,1,1,1,At Risk
42155,224.801109328866,1,1953.31,1,1,1,At Risk
15331,224.801109328866,2,499.19,1,1,1,At Risk
39205,224.801109328866,2,2570.95,1,1,1,At Risk
10440,224.801109328866,2,2717.93,1,1,1,At Risk
15538,223.801109328866,1,388.33,1,1,1,At Risk
38023,223.801109328866,1,543.43,1,1,1,At Risk
45338,223.801109328866,1,660.08,1,1,1,At Risk
17686,223.801109328866,1,1429.36,1,1,1,At Risk
19609,223.801109328866,1,1667.29,1,1,1,At Risk
33544,223.801109328866,1,1720.74,1,1,1,At Risk
402,223.801109328866,2,1872.83,1,1,1,At Risk
18313,223.801109328866,3,2293.03,1,1,1,At Risk
17381,223.801109328866,4,2140.55,1,1,1,At Risk
32680,222.801109328866,1,461.17,1,1,1,At Risk
29683,222.801109328866,1,582.87,1,1,1,At Risk
46863,222.801109328866,1,836.86,1,1,1,At Risk
47954,222.801109328866,1,1807.24,1,1,1,At Risk
19474,222.801109328866,2,1007.6,1,1,1,At Risk
2366,222.801109328866,2,2877.42,1,1,1,At Risk
38065,222.801109328866,2,2958.84,1,1,1,At Risk
15014,222.801109328866,3,3522.08,1,1,1,At Risk
21676,221.801109328866,1,1094.54,1,1,1,At Risk
7611,221.801109328866,1,1163.89,1,1,1,At Risk
14918,220.801109328866,1,352.42,1,1,1,At Risk
49000,220.801109328866,1,976.29,1,1,1,At Risk
28424,220.801109328866,1,1009.24,1,1,1,At Risk
223,220.801109328866,1,1851.6,1,1,1,At Risk
16093,220.801109328866,2,2883.24,1,1,1,At Risk
45248,220.801109328866,5,4528.98,1,2,2,At Risk
12979,219.801109328866,1,479.68,1,1,1,At Risk
44008,219.801109328866,1,958.57,1,1,1,At Risk
13748,219.801109328866,1,1287.68,1,1,1,At Risk
32609,219.801109328866,1,1394.38,1,1,1,At Risk
40644,219.801109328866,1,1414.43,1,1,1,At Risk
27052,219.801109328866,2,977.4,1,1,1,At Risk
33784,219.801109328866,2,1132.19,1,1,1,At Risk
8309,219.801109328866,2,2548.05,1,1,1,At Risk
36072,219.801109328866,2,3141.83,1,1,1,At Risk
754,219.801109328866,2,3463.41,1,1,1,At Risk
4386,218.801109328866,1,293.53,1,1,1,At Risk
2092,218.801109328866,1,547.54,1,1,1,At Risk
16137,218.801109328866,1,1232.53,1,1,1,At Risk
8703,218.801109328866,1,1386.94,1,1,1,At Risk
39668,218.801109328866,1,1618.84,1,1,1,At Risk
28600,218.801109328866,1,1711.19,1,1,1,At Risk
44156,218.801109328866,1,1834.02,1,1,1,At Risk
48547,218.801109328866,2,1477.23,1,1,1,At Risk
32713,218.801109328866,2,1856.42,1,1,1,At Risk
16424,218.801109328866,3,3079.6,1,1,1,At Risk
26953,217.801109328866,1,173.22,1,1,1,At Risk
33206,217.801109328866,1,404.75,1,1,1,At Risk
44110,217.801109328866,1,1483.57,1,1,1,At Risk
25259,217.801109328866,1,1657.47,1,1,1,At Risk
34397,217.801109328866,1,1863.27,1,1,1,At Risk
29713,217.801109328866,2,1718.32,1,1,1,At Risk
32418,217.801109328866,2,2955.21,1,1,1,At Risk
5907,216.801109328866,1,542.12,1,1,1,At Risk
31194,216.801109328866,1,770.67,1,1,1,At Risk
11793,216.801109328866,1,980.76,1,1,1,At Risk
16699,216.801109328866,1,1418.46,1,1,1,At Risk
45575,216.801109328866,1,1443.16,1,1,1,At Risk
15252,216.801109328866,1,1601.12,1,1,1,At Risk
21523,216.801109328866,3,1054.36,1,1,1,At Risk
28015,215.801109328866,1,415.76,1,1,1,At Risk
13317,215.801109328866,1,453.92,1,1,1,At Risk
10670,215.801109328866,1,828.96,1,1,1,At Risk
20239,215.801109328866,1,1528.72,1,1,1,At Risk
44099,215.801109328866,2,1308.68,1,1,1,At Risk
19398,215.801109328866,2,1689.0,1,1,1,At Risk
36038,215.801109328866,2,2280.79,1,1,1,At Risk
11796,214.801109328866,1,359.36,1,1,1,At Risk
29597,214.801109328866,1,1096.58,1,1,1,At Risk
41749,214.801109328866,2,602.11,1,1,1,At Risk
35122,214.801109328866,2,1180.49,1,1,1,At Risk
39346,214.801109328866,2,2846.22,1,1,1,At Risk
33606,214.801109328866,4,2999.22,1,1,1,At Risk
27516,213.801109328866,1,547.91,1,1,1,At Risk
25858,213.801109328866,1,720.96,1,1,1,At Risk
24332,213.801109328866,1,1699.59,1,1,1,At Risk
45967,213.801109328866,2,1400.47,1,1,1,At Risk
49066,213.801109328866,2,1792.02,1,1,1,At Risk
36168,213.801109328866,3,2636.51,1,1,1,At Risk
10034,213.801109328866,3,3575.24,1,1,1,At Risk
29677,213.801109328866,5,5986.44,1,2,2,At Risk
44895,212.801109328866,1,700.84,1,1,1,At Risk
28155,212.801109328866,1,920.15,1,1,1,At Risk
1137,212.801109328866,1,930.18,1,1,1,At Risk
49248,212.801109328866,1,1776.33,1,1,1,At Risk
43815,212.801109328866,2,2154.25,1,1,1,At Risk
47233,212.801109328866,2,2243.1,1,1,1,At Risk
29463,212.801109328866,2,2964.13,1,1,1,At Risk
11656,212.801109328866,3,2135.3,1,1,1,At Risk
40728,211.801109328866,1,125.37,1,1,1,At Risk
26847,211.801109328866,1,189.71,1,1,1,At Risk
33066,211.801109328866,1,411.89,1,1,1,At Risk
11872,211.801109328866,1,790.67,1,1,1,At Risk
